"Nombre_fichero";"N_Pistas";"melody";"bass";"piano_rh";"piano_lh";"mixdown";;;;
"la_canarie.mid";10;;5;;;;"Bass";"OK";;
"lasso_gallans.mid";9;;4;;;;"Bass";"OK";;
"lasso_kyrie_eleison.mid";5;;4;;;;"Bass     weimemt@libby.org  Eureka";"OK";;
"lasso_matona_mia_cara.mid";7;;4;;;;"Basse";"OK";;
"loopz3.mid";2;;;;;;;"OK";;
"lust_mag_mein_herz.mid";10;;5;;;;4;"OK";;
"mainerio_schiarazzula.mid";11;;1;;;;"Cello";"OK";;
"mendel05.mid";2;;;;;;;"OK";;
"mendel86_6.mid";6;;;5;6;;;"OK-M";;
"mfaria04.mid";9;;9;;;;"Double Basses";"OK";;
"mfaria14.mid";11;;11;;;;"Timpani in D A";"OK";;
"minuetg.mid";3;;3;;;;"Bass                ";"OK";;
"monteverdi_chi_vuol_veder.mid";8;;3;;;;"E-mail mjstarke@ix.netcom.com";"OK";;
"monteverdi_lamento_a2.mid";3;;3;;;;2;"OK";;
"monteverdi_lamento_c3.mid";7;;"5 7";;;;"B";"OK-M";;
"monteverdi_morfeo_ecco_pur.mid";5;;5;;;;"Bass - Feb. 1997";"OK";;
"morley_april.mid";4;;4;;;;"Bass";"OK";;
"morley_clorinda.mid";4;;4;;;;;"OK";;
"motet.mid";10;;5;;;;;"OK-M";;
"moz24cm2.mid";11;;;;;;;"OK";;
"moz304_1.mid";2;;;3;2;;;"OK-M";;
"moz_co.mid";3;;;;;;;"OK";"Revisar";
"moz_con.mid";3;;;"1 2";3;;;"OK-M";;
"moz_fm3.mid";16;;10;;;;"GUS ver 3.53";"OK-M";"6?";
"moz_pc_a.mid";11;;11;;;;"Pista 11";"OK";;
"moz_req.mid";2;;;;;;;"OK";;
"moza_k467a.mid";7;;;;;;;"OK";;
"moza_k525_4.mid";5;;5;;;;"Pista 5";"OK";;
"mozart00.mid";5;;1;;;;"Bass    (BB)";"OK";;
"mozart11.mid";2;;;2;1;;;"OK-M";;
"mozart15.mid";5;;1;;;;"Bass    (BB)";"OK";;
"mozart18.mid";5;;1;;;;"Bass    (BB)";"OK";;
"mozart20.mid";5;;1;;;;"Bass    (BB)";"OK";;
"mozart_b.mid";2;;;;;;"Pista 2";"OK-M";;
"mozart_e.mid";6;;6;;;;"Double Bass";"OK";;
"mozart_k.mid";2;;;;;;"Pista 2";"OK-M";;
"mozart_lieder_als_luise_die_briefe.mid";4;;;"2 3";4;;"BBOK";"OK-M";;
"mozart_lieder_dans_un_bois_solitaire.mid";3;;;2;3;;;"OK-M";;
"mozart_lieder_gesellenreise.mid";3;;;;;;"BBOK";"OK-M";;
"mozart_lieder_warnung.mid";3;;;2;3;;"--";"OK-M";;
"mozart_m.mid";2;;;;;;;"OK";;
"mozart_o.mid";2;;;;;;;"OK";;
"mozart_p.mid";2;;;;;;;"OK";;
"mozart_requiem_01_introitus.mid";8;;;;;;"BBOK";"OK-M";"Revisar melodia 4";"*"
"mozart_requiem_02_dies_irae.mid";7;;;5;6;;"BBOK";"OK-M";"Revisar melodia 4";"*"
"mozart_requiem_04_rex_tremendae.mid";7;;;5;6;;"BBOK";"OK-M";"Revisar melodia 4";"*"
"mozart_requiem_05_recordare.mid";8;;;"5 6";7;;"BBOK";"OK-M";"Revisar melodia 4";"*"
"mozart_requiem_06_confutatis.mid";7;;;5;6;;2;"OK-M";;
"mozart_requiem_07_lacrymosa.mid";7;;;5;6;;"BBOK";"OK-M";"Revisar melodia 4";"*"
"mozart_requiem_08_domine_jesu.mid";8;;;5;"6 7";;"Staff-5";"OK-M";"Revisar melodia 4";"*"
"mozart_requiem_09_hostias.mid";8;;;5;"6 7";;3;"OK-M";;
"mozart_requiem_10_sanctus.mid";8;;;5;"6 7";;3;"OK-M";;
"mozart_requiem_11_benedictus.mid";7;;;5;6;;"BBOK";"OK-M";"Revisar melodia 4";
"mozart_s.mid";2;;;;;;;"OK";;
"mozart_v.mid";2;;;;;;;"OK";;
"mozart_w.mid";2;;;;;;;"OK";;
"mozartk1.mid";4;;;1;2;;;"OK-M";;
"mozhrn2.mid";3;;;2;3;;;"OK-M";;
"mozhrn3.mid";3;;;2;3;;;"OK-M";;
"mozk211b.mid";5;;;2;3;;;"OK-M";;
"mozk211c.mid";5;;;2;3;;;"OK-M";;
"mozk218a.mid";3;;3;;;;"Bob Fisher";"OK";;
"mozk218b.mid";3;;3;;;;;"OK";;
"mozk218c.mid";5;;3;;;;;"OK-M";;
"mozk219a.mid";3;;;;;;;"OK";;
"mozk219c.mid";3;;;2;3;;;"OK";;
"mozk219c1.mid";6;;6;;;;;"OK-M";"Revisar (6?)";
"mozk309a.mid";16;;;1;2;;"K309-a -Allegro Con Spirito";"OK-M";;
"mozk309c.mid";16;;;;;;;"OK";;
"mozk313.mid";18;;13;;;;"Contrabbassi pizz.";"OK";;
"mozk466b.mid";7;;;1;2;;;"OK-M";;
"mozk466c.mid";7;;4;;;;;"OK-M";"Revisar (4?)";
"mozk74a1.mid";7;;;6;7;;"Pista 7";"OK-M";;
"mozk74a2.mid";7;;;6;7;;"Pista 7";"OK-M";;
"mozk74a3.mid";8;;;7;8;;;"OK-M";;
"mozk74a4.mid";7;;;6;7;;;"OK-M";;
"mozk74a5.mid";8;;;;;;;"OK";;
"mozmar.mid";8;;;"1 2";"3 4";;"lh";"OK-M";;
"mozmf14.mid";17;;16;;;;"Timbale en R￩";"OK-M";;
"mozsonata.mid";2;;;1;2;;"Piano LH";"OK-M";;
"nachtmusik3.mid";7;;7;;;;"Bass";"OK";;
"o_mistris_mine.mid";10;;5;;;;4;"OK";;
"pagni01.mid";4;;;;;;;"OK";;
"pagni03.mid";5;;1;;;;"Bass    (BB)";"OK";;
"palestrina_canticum_canticorum_04.mid";5;;5;;;;"B";"OK-M";;
"palestrina_canticum_canticorum_06.mid";5;;5;;;;"T";"OK-M";;
"palestrina_canticum_canticorum_10.mid";5;;5;;;;"Staff-1";"OK";;
"pasame_por_dios_varquero.mid";9;;4;;;;"a";"OK-M";;
"passereau_bel_et_bon.mid";8;;"7 8";;;;;"OK-M";;
"pavane_for_shawm_band.mid";12;;6;;;;4;"OK";;
"pavanne_est_il_conclud.mid";10;;5;;;;"bass";"OK";;
"perpetualmotion.mid";5;;;4;5;;"Piano Left Hand";"OK-M";;
"pragav4.mid";11;;6;;;;;"OK-M";;
"pragavx.mid";11;;6;;;;"b";"OK";;
"pravol12.mid";11;;6;;;;"b";"OK";;
"queenofthenight.mid";4;;;;;;;"OK";;
"rampolini_bacco.mid";8;;5;;;;4;"OK";;
"requiem.mid";14;;4;;;;"       CELLO        ";"OK";;
"romantic_gianni_schicchi.mid";2;;;;;;;"OK";;
"romantic_madama_butterfly.mid";1;;;;;;;"OK";;
"round_roundel.mid";9;;;;;;;"OK";;
"rusong18.mid";7;;4;;;;"bass";"OK";;
"s18.mid";4;;4;;;;;"OK";;
"schman01.mid";5;;1;;;;"Bass    (BB)";"OK";;
"schub01.mid";5;;1;;;;"Bass    (BB)";"OK";;
"schub02.mid";5;;1;;;;"Bass    (BB)";"OK";;
"schub04.mid";5;;1;;;;"Bass    (BB)";"OK";;
"schub06.mid";5;;1;;;;"Bass    (BB)";"OK";;
"schutz_sinfonia.mid";4;;4;;;;"Cornetto IV.";"OK";;
"senfl_ach_elslein_liebes_elselein_mein.mid";10;;5;;;;4;"OK";;
"senfl_tandernaken.mid";6;;4;;;;;"OK";;
"silver_swanne.mid";11;;6;;;;"t";"OK-M";;
"sonata_in_c_1_2.mid";2;;;1;2;;"Pista 2";"OK-M";;
"sonata_in_c_1_3.mid";2;;;1;2;;"Pista 2";"OK-M";;
"sonata_in_c_1_5.mid";7;;;6;7;;;"OK-M";;
"soy_contento_y_vos_servido.mid";9;;4;;;;3;"OK";;
"spagnoletta_xxvii.mid";10;;5;;;;"b";"OK";;
"susato_pour_quoy.mid";8;;5;;;;"                                                 ﾩ1995mjstarke";"OK";;
"susato_rondeix.mid";6;;4;;;;"E mail mjstarke@ix.netcom.com";"OK";;
"tallis_pour_forth_thy_spirit.mid";9;;"4 8";;;;"B     weimermt@libby.org  Eureka";"OK-M";;
"the_choice.mid";11;;6;;;;5;"OK";;
"triste_espana_sin_ventura.mid";10;;5;;;;4;"OK";;
"trolly_lolly.mid";9;;4;;;;"tenor";"OK-M";;
"trumpets.mid";7;;6;;;;"BasslineHarmony";"OK";;
"valkry.mid";9;;"3 6";;;;"bass";"OK-M";;
"vdg5_rvn.mid";33;;19;;;;"Pizzicato Bass";"OK";;
"vecchi_so_ben_mi_cha_bon_tempo.mid";10;;5;;;;;"OK-M";;
"victoria_benedictus.mid";6;;;;;;;"OK";;
"victoria_gloria.mid";4;;4;;;;;"OK";;
"victoria_salve_regina.mid";8;;"4 8";;;;"Staff-4";"OK-M";;
"viv_el_gran_re_don_fernando.mid";10;;;;;;;"OK";;
"vive_le_roy.mid";9;;4;;;;;"OK-M";;
"vivldi05.mid";4;;1;;;;"Bass    (BB)";"OK";;
"vivldi06.mid";5;;1;;;;"Bass    (BB)";"OK";;
"vom_gimmel_och_da_komm_ich_her.mid";10;;5;;;;3;"OK-M";;
"wassail.mid";2;;1;;;;"descant";"OK";;
"watermk.mid";3;;2;;;;"Piano --BBOK";"OK-M";;
"x.cgi_mid_mozart_wamk357.mid";7;;;;;;;"OK";;
"x.cgi_mid_mozart_wamk358.mid";7;;;;;;;"OK";;
"x.cgi_mid_mozart_wamk497.mid";7;;;;;;;"OK";;
"x.cgi_mid_mozart_wamk501.mid";7;;;;;;;"OK";;
"x.cgi_mid_mozart_wamk521.mid";7;;;;;;;"OK";;
"x.cgi_mid_mozart_wamk594.mid";7;;;;;;;"OK";;
