"Nombre_fichero",N_Pistas,melody,bass,piano_rh,piano_lh,mixdown
"Renaissance_Renaissance-Late_Victoria_Gaude_Maria_Virgo-b.mid",5,1 2,5,,,
"Renaissance_Renaissance-Late_Victoria_Gaudeamus-5-Benedictus-1s.mid",6,1,6,,,
"Renaissance_Renaissance-Late_Victoria_Gaudeamus-6-Agnus_Dei-2t.mid",7,1 2 6,7,,,
"Renaissance_Renaissance-Late_Victoria_Gaudeamus-6-Agnus_Dei-b.mid",7,1 2,7,,,
"Renaissance_Renaissance-Late_Victoria_Hic_Vir_Despiciens_Mundum-s.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Hostis_Herodes_Impie-s.mid",4,2,5,,,
"Renaissance_Renaissance-Late_Victoria_Hostis_Herodes_Impie.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Iste_Sanctus-c.mid",4,1 2,4,,,
"Renaissance_Renaissance-Late_Victoria_Jesu_Nostra_Redemptio-c.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Jesu_Nostra_Redemptio-s.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_LJ2-Vau_Et_Egressus_Est-b.mid",5,1 2,5,,,
"Renaissance_Renaissance-Late_Victoria_LJ3-Jod_Manum_Suam.mid",6,1 2,6,,,
"Renaissance_Renaissance-Late_Victoria_LJ6-Aleph_Ego_Vir-2c.mid",6,4,6,,,
"Renaissance_Renaissance-Late_Victoria_LJ6-Aleph_Ego_Vir-2s.mid",6,1 2 4,6,,,
"Renaissance_Renaissance-Late_Victoria_LJ8-Aleph_Quomodo_Obscuratum-2s.mid",5,1 2,5,,,
"Renaissance_Renaissance-Late_Victoria_LJ9-Incipit_Oratio_Jeremiae-2t.mid",8,1 2,7 8,,,
"Renaissance_Renaissance-Late_Victoria_LJbis2-Vau_Et_Egressus_Est-b.mid",5,,,,,,
"Renaissance_Renaissance-Late_Victoria_LJbis2-Vau_Et_Egressus_Est-c.mid",5,3,5,,,
"Renaissance_Renaissance-Late_Victoria_LJbis3-Jod_Manum_Suam-2c.mid",6,4,6,,,
"Renaissance_Renaissance-Late_Victoria_LJbis8-Aleph_Quomodo_Obscuratum-1s.mid",5,1,5,,,
"Renaissance_Renaissance-Late_Victoria_LJbis8-Aleph_Quomodo_Obscuratum-2s.mid",5,,,,,,
"Renaissance_Renaissance-Late_Victoria_LJbis9-Incipit_Oratio_Jeremiae-1t.mid",8,1 2 5,7 8,,,
"Renaissance_Renaissance-Late_Victoria_Laetatus_Sum-1-Kyrie-4s.mid",12,1 9,8 12,,,
"Renaissance_Renaissance-Late_Victoria_Laetatus_Sum-2-Gloria-3b.mid",12,1 5 9,4 8 12,,,
"Renaissance_Renaissance-Late_Victoria_Laetatus_Sum-3-Credo-1s.mid",12,1 2 5 9,4 8 12,,,
"Renaissance_Renaissance-Late_Victoria_Laetatus_Sum-4-Sanctus_y_Benedictus.mid",12,1 2 5 9,4 8 12,,,
"Renaissance_Renaissance-Late_Victoria_Laetatus_Sum-5-Agnus_Dei-1t.mid",12,,,,,,
"Renaissance_Renaissance-Late_Victoria_Laetatus_Sum-5-Agnus_Dei-4s.mid",12,1 2 5 9,4 8 12,,,
"Renaissance_Renaissance-Late_Victoria_Laetatus_Sum-5-Agnus_Dei.mid",12,1 2 5 9,4 8 12,,,
"Renaissance_Renaissance-Late_Victoria_Lauda_Sion_Salvatorem-1c.mid",8,4 5,4 8,,,
"Renaissance_Renaissance-Late_Victoria_Laudate_Pueri_Dominum.mid",8,2 6,5 9,,,
"Renaissance_Renaissance-Late_Victoria_Magi_Viderunt_Stellam-s.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Magi_Viderunt_Stellam.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Magnificat_Octavi_Toni-impares-1c.mid",7,4 5,8,,,
"Renaissance_Renaissance-Late_Victoria_Magnificat_Octavi_Toni-impares-1s.mid",7,4 5,8,,,
"Renaissance_Renaissance-Late_Victoria_Magnificat_Primi_Toni-2c.mid",9,1 2 5 6,8,,,
"Renaissance_Renaissance-Late_Victoria_Magnificat_Primi_Toni-impares-1t.mid",6,1 2 4,6,,,
"Renaissance_Renaissance-Late_Victoria_Magnificat_Quarti_Toni-impares-1c.mid",5,1 2,5,,,
"Renaissance_Renaissance-Late_Victoria_Magnificat_Quarti_Toni-pares-2c.mid",5,,,,,,
"Renaissance_Renaissance-Late_Victoria_Magnificat_Quinti_Toni-impares-2t.mid",5,3 4,5,,,
"Renaissance_Renaissance-Late_Victoria_Magnificat_Quinti_Toni-pares-2t.mid",7,1 2,7,,,
"Renaissance_Renaissance-Late_Victoria_Magnificat_Quinti_Toni-pares-b.mid",7,1 2,7,,,
"Renaissance_Renaissance-Late_Victoria_Magnificat_Secundi_Toni-impares-2c.mid",5,1,5,,,
"Renaissance_Renaissance-Late_Victoria_Magnificat_Secundi_Toni-impares-s.mid",5,1,5,,,
"Renaissance_Renaissance-Late_Victoria_Magnificat_Septimi_Toni-impares.mid",5,1,5,,,
"Renaissance_Renaissance-Late_Victoria_Magnificat_Sexti_Toni-pares-1c.mid",5,1 2,5,,,
"Renaissance_Renaissance-Late_Victoria_Magnificat_Tertii_Toni-impares-1t.mid",5,1 3,5,,,
"Renaissance_Renaissance-Late_Victoria_Magnificat_Tertii_Toni-pares-2c.mid",7,1 2 4,7,,,
"Renaissance_Renaissance-Late_Victoria_Misa_Quarti_Toni-1-Kyrie-c.mid",4,2,4,,,
"Renaissance_Renaissance-Late_Victoria_Misa_Quarti_Toni-1-Kyrie.mid",4,,,,,,
"Renaissance_Renaissance-Late_Victoria_Misa_Quarti_Toni-2-Gloria-s.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Misa_Quarti_Toni-3-Credo-b.mid",4,2,5,,,
"Renaissance_Renaissance-Late_Victoria_Misa_Quarti_Toni-4-Sanctus-c.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Nigra_Sum_Sed_Formosa-2t.mid",6,1 2 5,6,,,
"Renaissance_Renaissance-Late_Victoria_Nisi_Dominus-2b.mid",8,2 6,4 9,,,
"Renaissance_Renaissance-Late_Victoria_Nunc_Dimittis-s.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Nunc_Dimittis.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_OD-01-Taedet_Animam_Meam-s.mid",4,2,5,,,
"Renaissance_Renaissance-Late_Victoria_OD-02-Introitus.mid",6,1 2,6,,,
"Renaissance_Renaissance-Late_Victoria_OD-05-Offertorium-b.mid",6,2 3,6 7,,,
"Renaissance_Renaissance-Late_Victoria_OD-08-Communio.mid",6, 1 2,6,,,
"Renaissance_Renaissance-Late_Victoria_OD-09-Versa_Est_In_Luctum-2s.mid",6,1 2,6,,,
"Renaissance_Renaissance-Late_Victoria_OD-10-Libera_Me-1s.mid",6,1 2,6,,,
"Renaissance_Renaissance-Late_Victoria_OD-10-Libera_Me-2s.mid",6,1 2,6,,,
"Renaissance_Renaissance-Late_Victoria_O_Decus_Apostolicum.mid",4,2,5,,,
"Renaissance_Renaissance-Late_Victoria_O_Ildenphonse-1c.mid",8,1 2 5,4 8,,,
"Renaissance_Renaissance-Late_Victoria_O_Lux_Et_Decus_Hispaniae-b.mid",5,1 2,5,,,
"Renaissance_Renaissance-Late_Victoria_O_Magnum_Mysterium-2-Gloria-c.mid",4,2,4,,,
"Renaissance_Renaissance-Late_Victoria_O_Magnum_Mysterium-2-Gloria-s.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_O_Magnum_Mysterium-3-Credo-t.mid",4,3,4,,,
"Renaissance_Renaissance-Late_Victoria_O_Magnum_Mysterium-s.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_O_Quam_Gloriosum-3-Credo-b.mid",4,2,5,,,
"Renaissance_Renaissance-Late_Victoria_O_Quam_Gloriosum-5-Benedictus-s.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_O_Quam_Gloriosum_Est_Regnum.mid",4,,,,,,
"Renaissance_Renaissance-Late_Victoria_O_Sacrum_Convivium-1t.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_O_Sacrum_Convivium_a_6-1c.mid",6,1 2,6,,,
"Renaissance_Renaissance-Late_Victoria_O_Sacrum_Convivium_a_6.mid",6,,,,,,
"Renaissance_Renaissance-Late_Victoria_Pasion_San_Mateo.mid",4,,,,,,
"Renaissance_Renaissance-Late_Victoria_Pro_Victoria-1-Kyrie-2b.mid",9,1 2 6,5 9,,,
"Renaissance_Renaissance-Late_Victoria_Pro_Victoria-1-Kyrie-2t.mid",9,1 6,5 9,,,
"Renaissance_Renaissance-Late_Victoria_Pro_Victoria-4-Sanctus-2s.mid",9,1 2,9,,,
"Renaissance_Renaissance-Late_Victoria_Pro_Victoria-6-Agnus_Dei-1b.mid",9,1 2 6,5 9,,,
"Renaissance_Renaissance-Late_Victoria_Pro_Victoria-6-Agnus_Dei-1t.mid",9,1 2 6,5,,,
"Renaissance_Renaissance-Late_Victoria_Pro_Victoria-6-Agnus_Dei-3s.mid",9,,,,,,
"Renaissance_Renaissance-Late_Victoria_Pueri_Hebraeorum.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Quam_Pulchri_Sunt-2-Gloria-c.mid",4,,,,,,
"Renaissance_Renaissance-Late_Victoria_Quam_Pulchri_Sunt-3-Credo-b.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Quam_Pulchri_Sunt-3-Credo-t.mid",4,2,5,,,
"Renaissance_Renaissance-Late_Victoria_Quam_Pulchri_Sunt-3-Credo.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Quam_Pulchri_Sunt-6-Agnus_Dei-1b.mid",7,1 2 3,6 7,,,
"Renaissance_Renaissance-Late_Victoria_Quem_Vidistis_Pastores-2s.mid",6,1 2,6,,,
"Renaissance_Renaissance-Late_Victoria_Quia_Viderunt_Oculi-c.mid",5,,,,,,
"Renaissance_Renaissance-Late_Victoria_Quicumque_Christum_Quaeritis-s.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Requiem_a_4_voces-01-Introitus-t.mid",4,3,4,,,
"Renaissance_Renaissance-Late_Victoria_Requiem_a_4_voces-03-Graduale-c.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Requiem_a_4_voces-06-Agnus_Dei-s.mid",8,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Rex_Gloriose_Martyrum-t.mid",4,2,5,,,
"Renaissance_Renaissance-Late_Victoria_SV02-Confitebor_Tibi-b.mid",4,4,,,,
"Renaissance_Renaissance-Late_Victoria_SV02-Confitebor_Tibi.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_SV03-Beatus_Vir-s.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Salve-2-Gloria-3s.mid",8,5,4 8,,,
"Renaissance_Renaissance-Late_Victoria_Salve-4-Sanctus_y_Benedictus-2c.mid",8,1,8,,,
"Renaissance_Renaissance-Late_Victoria_Salve_Regina-a_6-1s.mid",6,1,6,,,
"Renaissance_Renaissance-Late_Victoria_Sancta_Maria_Succurre_Miseris-b.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Simile_Est_Regnum_Coelorum-1-Kyrie.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Simile_Est_Regnum_Coelorum-3-Credo-s.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Simile_Est_Regnum_Coelorum-4-Sanctus-s.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Simile_Est_Regnum_Coelorum-5-Benedictus-b.mid",4,4,,,,
"Renaissance_Renaissance-Late_Victoria_Simile_Est_Regnum_Coelorum-6-Agnus_Dei-1c.mid",8,1 5,4 8,,,
"Renaissance_Renaissance-Late_Victoria_Surge_Propera-2-Gloria-2t.mid",5,4,5,,,
"Renaissance_Renaissance-Late_Victoria_Surge_Propera-2-Gloria-b.mid",5,1,5,,,
"Renaissance_Renaissance-Late_Victoria_Surge_Propera-4-Sanctus_y_Benedictus-s.mid",5,1,5,,,
"Renaissance_Renaissance-Late_Victoria_TR05-Una_Hora-1s.mid",4,1 2,4,,,
"Renaissance_Renaissance-Late_Victoria_TR06-Seniores_Populi-s.mid",4,2,5,,,
"Renaissance_Renaissance-Late_Victoria_TR06-Seniores_Populi.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_TR07-Tamquam_Ad_Latronem-s.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_TR09-Animam_Meam_Dilectam-s.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_TR09-Animam_Meam_Dilectam-t.mid",4,,,,,,
"Renaissance_Renaissance-Late_Victoria_TR09-Animam_Meam_Dilectam.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_TR11-Iesum_Tradidit_Impius-t.mid",4,,,,,,
"Renaissance_Renaissance-Late_Victoria_TR11-Iesum_Tradidit_Impius.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_TR14-O_Vos_Omnes-t.mid",4,1 2,4,,,
"Renaissance_Renaissance-Late_Victoria_TR16-Astiterunt-Reges.mid",4,,,,,,
"Renaissance_Renaissance-Late_Victoria_Te_Lucis_Ante_Terminum-c.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Te_Lucis_Ante_Terminum-t.mid",4,3,4,,,
"Renaissance_Renaissance-Late_Victoria_Tibi_Christe-b.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Trahe_Me_Post_Te-3-Credo-1c.mid",6,3,6,,,
"Renaissance_Renaissance-Late_Victoria_Trahe_Me_Post_Te-5-Benedictus-1c.mid",5,2,5,,,
"Renaissance_Renaissance-Late_Victoria_Trahe_Me_Post_Te-6-Agnus_Dei-2t.mid",6,1 5,6,,,
"Renaissance_Renaissance-Late_Victoria_Tu_Es_Petrus-b.mid",6,1 2,6,,,
"Renaissance_Renaissance-Late_Victoria_Urbs_Beata_Jerusalem-t.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Ut_Queant_Laxis-b.mid",4,1 2,4,,,
"Renaissance_Renaissance-Late_Victoria_Vere_Languores_Nostros_Ipse_Tulit-s.mid",4,1,4,,,
"Renaissance_Renaissance-Late_Victoria_Vexilla_Regis-b.mid",4,2,5,,,
"Renaissance_Renaissance-Late_Victoria_Vexilla_Regis_More_Hispano-t.mid",6,1 2 3 4,6,,,
"Renaissance_Renaissance-Late_Victoria_Victimae_Paschale-2s.mid",8,3 5,9,,,
"Renaissance_Renaissance-Late_Victoria_Victimae_Paschale.mid",8,,,,,,
"Renaissance_Renaissance-Late_Victoria_Victoria_Apocrifo-Ave_Maria.mid",4,1 2,4,,,
"Renaissance_Renaissance-Late_Victoria_Victoria_Apocrifo-Jesu_Dulcis_Memoria-t.mid",4,3,4,,,
"Renaissance_Renaissance-Late_Victoria_Vidi_Speciosam-1-Kyrie-1s.mid",6,,,,,,
"Renaissance_Renaissance-Late_Victoria_Vidi_Speciosam-1-Kyrie-2t.mid",6,1 2 5,6,,,
"Renaissance_Renaissance-Late_Victoria_Vidi_Speciosam-2-Gloria-1s.mid",6,1,6,,,
"Renaissance_Renaissance-Late_Victoria_Vidi_Speciosam-c.mid",6,,,,,,
"Renaissance_Renaissance-Middle_Anonymous_christmas_coventry-Midd.mid",10,2,,,,
"Renaissance_Renaissance-Middle_Cavalli_cavalli-lormindo_mai_voli.mid",6,4,6 7,,,
"Renaissance_Renaissance-Middle_Gervaise_bransle_gay_V.mid",10,2,5,,,
"Renaissance_Renaissance-Middle_HenryVIII_hen8cn24.mid",9,2,4,,,
"Renaissance_Renaissance-Middle_Janequin_La_Guerre_Clement_Janequin.mid",4,1,4,,,
"Renaissance_Renaissance-Middle_Senfl_senfl_als_ab_und_hin.mid",10,2,5,,,
"Renaissance_Renaissance-Middle_Senfl_wohl_kumbt_der_mai_i.mid",10,2,5,,,
"Renaissance_Renaissance-Middle_Susato_hoboeckentanz.mid",10,2,5,,,
"Renaissance_Renaissance-Middle_Susato_susato-la_morisque.mid",11,6,5,,,
"Renaissance_Renaissance-Middle_Susato_susato-labattaille.mid",14,2,5,,,
"Romanticism_Post-romanticism_Bruch_ADAGOP26.mid",2,,,2,1,
"Romanticism_Post-romanticism_Bruckner_bruckner_locus_iste.mid",4,1,4,,,
"Romanticism_Post-romanticism_Busoni_Busoni3.mid",38,1 3 31,16 37,,,
"Romanticism_Post-romanticism_Chaminade_1591ccop60.mid",4,,,1 3,2 4,
"Romanticism_Post-romanticism_Dupre_1510n15pn04.mid",8,2 7,5,,,
"Romanticism_Post-romanticism_Dupre_1511prel2.mid",3,1,3,,,
"Romanticism_Post-romanticism_Mahler_1394mahl4mov1.mid",16,3 4 11,15,,,
"Romanticism_Post-romanticism_Mahler_mahl4_4.mid",16,,,,,,
"Romanticism_Post-romanticism_Messager_2595mirette04.mid",6,,,,,,
"Romanticism_Post-romanticism_Messager_2906mirette13.mid",5,1 2 3,,4,5,
"Romanticism_Post-romanticism_Rachmaninoff_RACH1_1.mid",10,,,,,
"Romanticism_Post-romanticism_Rachmaninoff_etuded.mid",2,,,,,1
"Romanticism_Post-romanticism_Rachmaninoff_rachmaninoff_ave_maria.mid",5,1,4,,,
"Romanticism_Post-romanticism_Rachmaninoff_symph_no1_op25_mov3.mid",12,1,12,,,
"Romanticism_Post-romanticism_Rachmaninoff_symph_no5_op100_mov3.mid",24,5,9,,,
"Romanticism_Post-romanticism_Saint_Saens_AveVerumSaintSaens.mid",4,1,4,,,
"Romanticism_Post-romanticism_Saint_Saens_Saint-Saens_Septet65-2.mid",9,2,6,,,
"Romanticism_Post-romanticism_Saint_Saens_Saint-Saens_carnaval03.mid",21,7,10,,,
"Romanticism_Post-romanticism_Saint_Saens_Saint-Saens_carnaval12.mid",21,4,16,,,
"Romanticism_Post-romanticism_Saint_Saens_gp_danse.mid",22,12 17,22,,,
"Romanticism_Post-romanticism_Scriabin_etude_op56_no4.mid",6,,,1,3,
"Romanticism_Post-romanticism_Scriabin_etude_op8_no6.mid",5,,,1,2 3,
"Romanticism_Post-romanticism_Scriabin_fantasy_in_bmin_op28.mid",4,,,2,3,
"Romanticism_Post-romanticism_Scriabin_prelude_op11_no18.mid",2,,,,,,
"Romanticism_Post-romanticism_Scriabin_prelude_op13_no6.mid",2,,,1,2,
"Romanticism_Romantic-Nationalism_Arensky_14arenskiy.mid",10,,,1,2,
"Romanticism_Romantic-Nationalism_Arriaga_Arrgescl.mid",20,1 2 12,16,,,
"Romanticism_Romantic-Nationalism_Breton_547tbeapolo.mid",19,1 2 3,14,,,
"Romanticism_Romantic-Nationalism_Breton_Breton_EscenasAndaluzas-1.mid",27,1 2,14 23,,,
"Romanticism_Romantic-Nationalism_Breton_Breton_EscenasAndaluzas-2.mid",19,4 5,11 15,,,
"Romanticism_Romantic-Nationalism_Dvorak_17ad055.mid",9,1,,2,3,
"Romanticism_Romantic-Nationalism_Dvorak_684dvop221.mid",15,1 3,10,,,
"Romanticism_Romantic-Nationalism_Dvorak_dvop22-3.mid",15,1,10,,,
"Romanticism_Romantic-Nationalism_German_1280puck2reg.mid",2,,,1,2,
"Romanticism_Romantic-Nationalism_German_2360pokoo.mid",2,1,,,,
"Romanticism_Romantic-Nationalism_German_824princereg.mid",5,,,1,2,
"Romanticism_Romantic-Nationalism_German_962choreg.mid",2,,,1,2,
"Romanticism_Romantic-Nationalism_Grieg_1857dehalvandebergkoning.mid",0,,,,,,
"Romanticism_Romantic-Nationalism_Grieg_991gpanita.mid",7,,,,,,
"Romanticism_Romantic-Nationalism_Grieg_AveMStellaGrieg.mid",4,,,,,,
"Romanticism_Romantic-Nationalism_Grieg_lyricpiece-littlebirdop43-4.mid",7,,1 3 5,2 4 6,,
"Romanticism_Romantic-Nationalism_Lecocq_lecocq_angot_06c.mid",4,1, ,3,4,
"Romanticism_Romantic-Nationalism_Moszkowski_1845spandanc.mid",4,,,1 3,2 4,
"Romanticism_Romantic-Nationalism_Moszkowski_gp_ffl.mid",16,1 2 3 4,10 16,,,
"Romanticism_Romantic-Nationalism_Mussorgsky_01promen.mid",2,,,1,2,
"Romanticism_Romantic-Nationalism_Mussorgsky_pictures-promenade.mid",9,1 4,7,,,
"Romanticism_Romantic-Nationalism_Rimsky_Korsakov_12FLIGHT.mid",7,1,,,,
"Romanticism_Romantic-Nationalism_Rimsky_Korsakov_gp_tumb.mid",17,1 2 3 4,17,,,
"Romanticism_Romantic-Nationalism_Rimsky_Korsakov_rimsky_korsakov_song_of_india.mid",8,,,4,5,
"Romanticism_Romantic-Nationalism_Smetana_smetmol.mid",25,1 3 12,16,,,
"Romanticism_Romantic-Nationalism_Sousa_1760n735sousa.mid",7,1,2 4,,,
"Romanticism_Romantic-Nationalism_Sousa_973riflerg1.mid",8,,,,,,
"Romanticism_Romantic-Nationalism_Sousa_washpost.mid",21,1 11 12,8 16,,,
"Romanticism_Romantic-Nationalism_Tchaikovsky_969gp4nut.mid",24,,,,,,
"Romanticism_Romantic-Nationalism_Tchaikovsky_Tchaikovsky-Nutcracker-ChineseDance.mid",9,,,1,2,
"Romanticism_Romantic-Nationalism_Tchaikovsky_Tchaikovsky-Nutcracker-DanceOfTheReedFlutes.mid",11,,,1,2,
"Romanticism_Romantic-Nationalism_Tchaikovsky_nutcrac1.mid",11,5 7 10 11,9,,,
"Romanticism_Romantic-Nationalism_Tchaikovsky_pit010b.mid",16,1,,2,3,
"Romanticism_Romantic-Nationalism_Tchaikovsky_tcsl20.mid",25,2 4,12 20 21,,,
"Romanticism_Romantic-Nationalism_Tchaikovsky_waltzofflowers.mid",16,7 12,16,,,
"Romanticism_Romanticism_Alkan_AESOPE.mid",10,,,1,2,
"Romanticism_Romanticism_Alkan_SALTAREL.mid",8,1,,1,2,
"Romanticism_Romanticism_Beethoven_2212bagat6reg.mid",2,,,1,2,
"Romanticism_Romanticism_Beethoven_2323andantereg.mid",2,,,2,3,
"Romanticism_Romanticism_Beethoven_3rdSymph_3RD2.mid",18,1 2 9,13,,,
"Romanticism_Romanticism_Beethoven_3rdSymph_SYM3-2.mid",18,1 2 9,13,,,
"Romanticism_Romanticism_Beethoven_5thSymph_B5TH-4G.mid",23,1,23,,,
"Romanticism_Romanticism_Beethoven_5thSymph_BEET5M4.mid",23,1 2 3 4 5,10 17 23,,,
"Romanticism_Romanticism_Beethoven_5thSymph_SYMPHONY.mid",4,,,,,,
"Romanticism_Romanticism_Beethoven_5thsymp.mid",13,3 4 9,11,,,
"Romanticism_Romanticism_Beethoven_6thSymph_6SYMPH_4.mid",22,1 2 5,22 16,,,
"Romanticism_Romanticism_Beethoven_8thSymph_SYM8-4.mid",4,1,4,,,
"Romanticism_Romanticism_Beethoven_8thSymph_SYM8_F_1.mid",17,5,16,,,
"Romanticism_Romanticism_Beethoven_B7-4-MAA.mid",18,1 9,13,,,
"Romanticism_Romanticism_Beethoven_B9-1-MAA.mid",19,1,14,,,
"Romanticism_Romanticism_Beethoven_Gp_past.mid",14,1 10,13 14,,,
"Romanticism_Romanticism_Beethoven_HAMMKLV3.mid",4,,,1,2,
"Romanticism_Romanticism_Beethoven_HAMMKLV4.mid",4,,,1,2,
"Romanticism_Romanticism_Beethoven_SONATAC.mid",2,,,1,2,
"Romanticism_Romanticism_Beethoven_Sonate12_Opus26.mid",5,1,5,,,
"Romanticism_Romanticism_Beethoven_Sonate15_Opus28_Pastorale.mid",5,1,4 5,,,
"Romanticism_Romanticism_Beethoven_Symphonie7_Opus92_Mvt3-cvikl.mid",12,1 2,12,,,
"Romanticism_Romanticism_Beethoven_Symphonie8_Opus93_Mvt4-lucarelli.mid",18,9,13,,,
"Romanticism_Romanticism_Beethoven_beet54s.mid",16,,,,,,
"Romanticism_Romanticism_Beethoven_beet54s.mid",16,1 12,10 16,,,
"Romanticism_Romanticism_Beethoven_op27_2_1.mid",2,,,1,2,
"Romanticism_Romanticism_Beethoven_symphony5m3.mid",12,3,12,,,
"Romanticism_Romanticism_Bizet_570thetop.mid",9,,2,1,,
"Romanticism_Romanticism_Bizet_TOREADOR.mid",3,1,3,,,
"Romanticism_Romanticism_Bizet_bizet_carmen_15.mid",7,1,,6,7,
"Romanticism_Romanticism_Bizet_bizet_carmen_16bis.mid",4,1,,3,4,
"Romanticism_Romanticism_Brahms_14.mid",8,,,1 3,2 4,
"Romanticism_Romanticism_Brahms_BR-120B2.mid",5,,,,,,
"Romanticism_Romanticism_Brahms_BRAHMS24.mid",17,12,10,,,
"Romanticism_Romanticism_Brahms_BRAHMS_R1.mid",20, , ,,,
"Romanticism_Romanticism_Brahms_Waltzes_Op.39_No.16_in_C#m.mid",2,,,1,2,
"Romanticism_Romanticism_Brahms_Waltzes_Op.39_No.1_in_B.mid",2, , ,1,2,
"Romanticism_Romanticism_Brahms_brahms_requiem_1.mid",6,1 2,4,5,6,
"Romanticism_Romanticism_Brahms_brwlz_12.mid",2,,,,,,
"Romanticism_Romanticism_Brahms_hun7.mid",2, ,,1,2,
"Romanticism_Romanticism_Brahms_jbwaltz3-op39.mid",6,3,6,,,
"Romanticism_Romanticism_Brahms_lullaby.mid",7,6,,,,
"Romanticism_Romanticism_Carulli_262car_ante.mid",2,,,,,,
"Romanticism_Romanticism_Carulli_843guitar.mid",5,2 4,3 5,,,
"Romanticism_Romanticism_Chopin_19_Polish_Songs_for_Voice_and_Piano_Op74_17.Hymn_From_The_Tomb.mid",2,2,,,,
"Romanticism_Romanticism_Chopin_19_Polish_Songs_for_Voice_and_Piano_Op74_19.Reverie.mid",2,1,,,,
"Romanticism_Romanticism_Chopin_817revetude.mid",10,,,1,2,
"Romanticism_Romanticism_Chopin_CHOP59_2.mid",9,,,,,1
"Romanticism_Romanticism_Chopin_CHOPROND.mid",11,,,,,,
"Romanticism_Romanticism_Chopin_Etude_in_Gbm_Op10_No5_7.mid",7,,,1,2,
"Romanticism_Romanticism_Chopin_Krakowiak_Op14.mid",17,1 2,9,,,
"Romanticism_Romanticism_Chopin_Mazurka_Op.7_No2_in_Am.mid",6,,,,,1
"Romanticism_Romanticism_Chopin_Nocturne_No14_in_F#m_Op.48_Nocturne_No2.mid",3,,,1,2,
"Romanticism_Romanticism_Chopin_Piano_Sonata_No3_in_Bm_Op.58_mov4.Finale_Presto_non_tanto.mid",2,,,,,,
"Romanticism_Romanticism_Chopin_Piano_Sonata_No3_in_Bm_Op.58_mov4.Finale_Presto_non_tanto.mid",2,,,1,2,
"Romanticism_Romanticism_Chopin_Polonaise_in_Cm_Op.40_No.2.mid",4,,,,,,
"Romanticism_Romanticism_Chopin_Prelude_Op28_No11_in_B_Dragon_Fly.mid",7,1,,1,2,
"Romanticism_Romanticism_Chopin_Prelude_Op28_No24_in_Dm_The_Storm_3.mid",2,,,1,2,
"Romanticism_Romanticism_Chopin_Prelude_Op28_No6_in_Bm_Tolling_Bells_2.mid",10,,3,,,
"Romanticism_Romanticism_Chopin_Trois_Nouvelles_Etudes_No3_in_Db.mid",8,,,1,2,
"Romanticism_Romanticism_Chopin_Trois_Valses_Op.70_1.Molto_vivace_in_Gb.mid",6,,,,,1
"Romanticism_Romanticism_Chopin_Valse_No10_in_Bm_Op.69_No2_2.mid",4,,,1,2,
"Romanticism_Romanticism_Chopin_Variations_on_a_Theme_from_Herolds_Ludovic_Op12.mid",4,,,2,5,
"Romanticism_Romanticism_Chopin_bi130-3.mid",2,,,1,2,
"Romanticism_Romanticism_Chopin_chop25e9.mid",3,,,2,3,
"Romanticism_Romanticism_Chopin_chord42.mid",2,,,1,2,
"Romanticism_Romanticism_Chopin_op_67_04.mid",2,,,1,2,
